ZIP,CITY,STABBR,INSTNM,SCH_DEG,HIGHDEG,CONTROL,REGION,LOCALE,ADM_RATE,UGDS,TUITFTE,AGE_ENTRY,SECTOR
91340-3212,San Fernando,CA,Academy of Esthetics and Cosmetology,1,1,3,8,21,NULL,36,2492,26.66666667,Private
94704,Berkeley,CA,Acupuncture and Integrative Medicine College-Berkeley,3,4,2,8,12,NULL,NULL,7641,NULL,Private
95380,Turlock,CA,Adrian's College of Beauty Turlock,1,1,3,8,23,NULL,133,5921,23.08843537,Private
92843,Garden Grove,CA,Advance Beauty College,1,1,3,8,21,NULL,474,5178,37.15955766,Private
92583-6572,San Jacinto,CA,Advance Beauty Techs Academy,1,1,3,8,22,NULL,50,6553,25.96938776,Private
93291,Visalia,CA,Advanced Career Institute,1,1,3,8,12,NULL,253,6788,31.77538462,Private
90280,South Gate,CA,Advanced College,1,2,3,8,21,NULL,125,8891,27.58857143,Private
90010-3911,Los Angeles,CA,Advanced Computing Institute,NULL,2,3,8,11,NULL,354,4214,36.91489362,Private
92020,El Cajon,CA,Advanced Training Associates,1,2,3,8,21,NULL,85,10462,30.28292683,Private
91801,Alhambra,CA,Alhambra Beauty College,1,1,3,8,21,NULL,92,765,33.25714286,Private
93454-6399,Santa Maria,CA,Allan Hancock College,2,2,1,8,13,NULL,9738,678,23.63832895,Public
92131,San Diego,CA,Alliant International University-San Diego,3,4,2,8,11,0.3855,236,17614,31.20666667,Private
92653-1337,Laguna Hills,CA,Allied American University,1,3,3,8,21,NULL,2202,8773,29.50792952,Private
94704-3029,Berkeley,CA,American Baptist Seminary of the West,3,4,2,8,12,NULL,NULL,11239,PrivacySuppressed,Private
91790,West Covina,CA,American Beauty College,1,1,3,8,21,NULL,97,6960,25.05660377,Private
90004,Los Angeles,CA,American Career College-Los Angeles,1,2,3,8,11,NULL,1613,11851,25.65378671,Private
90262,Lynwood,CA,American Career College-Lynwood,1,0,3,8,21,NULL,202,6921,25.60833333,Private
91764,Ontario,CA,American Career College-Ontario,1,2,3,8,12,NULL,1483,12887,26.42213961,Private
92505,Riverside,CA,American College of Healthcare,1,1,3,8,11,NULL,240,1217,26.97122302,Private
94107,San Francisco,CA,American College of Traditional Chinese Medicine,3,4,2,8,11,NULL,NULL,12631,NULL,Private
94108-5834,San Francisco,CA,American Conservatory Theater,1,4,2,8,11,NULL,0,25044,NULL,Private
90027-1625,Los Angeles,CA,American Film Institute Conservatory,3,4,2,8,11,NULL,NULL,26320,PrivacySuppressed,Private
92705-5479,Santa Ana,CA,American Institute of Massage Therapy,1,1,3,8,11,NULL,38,5796,34.23684211,Private
90077-1519,Los Angeles,CA,American Jewish University,3,4,2,8,11,0.4146,96,16159,21.6875,Private
91204-5108,Glendale,CA,American Medical Sciences Center,1,1,3,8,12,NULL,84,19768,31.31460674,Private
95841-4286,Sacramento,CA,American River College,1,2,1,8,21,NULL,26803,451,26.73582474,Public
90755-3612,Signal Hill,CA,American University of Health Sciences,3,4,3,8,21,1,274,23680,27.53956835,Private
90010,Los Angeles,CA,Angeles College,1,3,3,8,11,NULL,94,13513,34.26744186,Private
90701-6610,ARTESIA,CA,Angeles Institute,1,1,3,8,21,NULL,114,19407,26.93560606,Private
91335-5426,Reseda,CA,Annenberg School of Nursing,1,1,2,8,11,NULL,19,16000,28.64705882,Private
93536-5426,Lancaster,CA,Antelope Valley College,2,2,1,8,21,NULL,12367,350,26.47978671,Public
92868,Orange,CA,Argosy University-Orange County,3,4,3,8,21,NULL,222,14609,29.89395879,Private
91103,Pasadena,CA,Art Center College of Design,3,4,2,8,12,0.809,1814,30191,22.98330551,Private
92373,Redlands,CA,Ashdown College of Health Sciences,2,2,3,8,13,NULL,31,6530,29.32608696,Private
95825,Sacramento,CA,Asher College,1,2,3,8,13,NULL,716,7442,36.96713615,Private
92123,San Diego,CA,Ashford University,3,4,3,8,11,NULL,44744,11829,33.92551389,Private
92683,Westminster,CA,Asian American International Beauty College,1,1,3,8,21,NULL,173,572,37.57615894,Private
90017-1604,Los Angeles,CA,Associated Technical College-Los Angeles,1,1,3,8,11,NULL,361,15296,31.31424936,Private
92101,San Diego,CA,Associated Technical College-San Diego,1,1,3,8,11,NULL,119,15755,30.60349854,Private
90650,Norwalk,CA,ATI College-Norwalk,1,1,3,8,21,NULL,109,14953,26.68965517,Private
94501,Alameda,CA,Avalon School of Cosmetology-Alameda,1,1,3,8,21,NULL,253,7387,25.43223443,Private
92154,San Diego,CA,Avance Beauty College,1,1,3,8,11,NULL,60,9377,28.03174603,Private
91702-7000,Azusa,CA,Azusa Pacific University,3,4,2,8,21,0.8183,5918,18423,25.83837638,Private
93305-1299,Bakersfield,CA,Bakersfield College,1,2,1,8,11,NULL,16982,540,23.40268779,Public
91706-4221,Baldwin Park,CA,Baldwin Park Adult & Community Education,1,1,1,8,21,NULL,307,2482,25.73401535,Public
92311,Barstow,CA,Barstow Community College,2,2,1,8,32,NULL,1588,339,28.51318543,Public
94108-3623,San Francisco,CA,Bay Area Medical Academy,NULL,1,3,8,11,NULL,95,44918,27.37113402,Private
92223,Beaumont,CA,Beaumont Adult School,1,1,1,8,21,NULL,93,16041,28.60144928,Public
92021,El Cajon,CA,Bellus Academy-El Cajon,1,1,3,8,21,NULL,145,12952,25.80833333,Private
91950,National City,CA,Bellus Academy-National City,1,1,3,8,21,NULL,177,11921,24.632,Private
92064,Poway,CA,Bellus Academy-Poway,1,1,3,8,21,NULL,369,13706,25.85136897,Private
94928,Rohnert Park,CA,Bergin University of Canine Studies,2,4,2,8,21,NULL,43,12636,27.1,Private
94704,Berkeley,CA,Berkeley City College,2,2,1,8,12,NULL,5917,1088,25.23920266,Public
92801,Anaheim,CA,Bethesda University,3,4,2,8,11,0.6686,261,4432,24.41880342,Private
90670,Santa Fe Springs,CA,Beyond 21st Century Beauty Academy,1,1,3,8,21,NULL,50,6929,25.12280702,Private
90639-0001,La Mirada,CA,Biola University,3,4,2,8,21,0.754,4364,21146,20.2681764,Private
95687,Vacaville,CA,Blake Austin College,1,1,3,8,23,NULL,312,17997,25.89210019,Private
90047,Los Angeles,CA,Borner's Barber College,1,1,3,8,11,NULL,29,13189,27.34,Private
91203,Glendale,CA,Brand College,NULL,1,3,8,12,0.8,59,13441,NULL,Private
92618,Irvine,CA,Brandman University,3,4,2,8,12,0.7317,3755,13539,32.57693575,Private
95368,Salida,CA,Brightwood College-Modesto,1,2,3,8,21,NULL,408,9427,24.86839749,Private
91606-3231,North Hollywood,CA,Brightwood College-North Hollywood,1,1,3,8,11,NULL,778,8656,25.45494186,Private
95821,Sacramento,CA,Brightwood College-Sacramento,1,2,3,8,21,NULL,426,8296,25.32458564,Private
92123,San Diego,CA,Brightwood College-San Diego,1,2,3,8,11,NULL,1285,11735,26.73414231,Private
92083-7736,Vista,CA,Brightwood College-Vista,1,2,3,8,21,NULL,804,9023,25.3762533,Private
92806-6198,Anaheim,CA,Bristol University,1,2,3,8,11,NULL,49,1863,27.55154639,Private
93001,Ventura,CA,Brooks Institute,3,4,3,8,21,0.9912,415,22622,23.59821429,Private
92805,Anaheim,CA,Brownson Technical School,1,1,3,8,11,NULL,46,8167,29.8537415,Private
95670-4443,Gold River,CA,Bryan College-Gold River,2,2,3,8,21,NULL,85,12535,29.79452055,Private
90010,Los Angeles,CA,Bryan University,2,4,3,8,11,NULL,1324,15123,32.90825688,Private
95965-8399,Oroville,CA,Butte College,1,2,1,8,42,NULL,11164,930,24.31160297,Public
95003,Aptos,CA,Cabrillo College,2,2,1,8,22,NULL,12423,987,24.76173176,Public
92504-3297,Riverside,CA,California Baptist University,3,4,2,8,11,0.7967,6435,18625,23.84067706,Private
95354,Modesto,CA,California Beauty School,1,1,3,8,12,NULL,93,4015,22.75949367,Private
91303-2006,Canoga Park,CA,California Career College,1,1,3,8,11,NULL,94,8343,31.45555556,Private
92840-2816,Garden Grove,CA,California Career Institute,1,1,3,8,21,NULL,73,36374,31.81900453,Private
92805,Anaheim,CA,California Career School,1,1,3,8,11,NULL,136,18013,33.5,Private
93727,Fresno,CA,California Christian College,3,3,2,8,11,NULL,16,9731,31.28571429,Private
94107-2247,San Francisco,CA,California College of the Arts,3,4,2,8,11,0.6369,1512,27248,22.16161616,Private
92111,San Diego,CA,California College San Diego,NULL,3,2,8,11,NULL,912,17303,28.31137725,Private
91941-5055,La Mesa,CA,California Hair Design Academy,1,1,3,8,21,NULL,195,8556,26.27304965,Private
90746-7323,Carson,CA,California Healing Arts College,1,1,3,8,13,NULL,44,14587,29.34033613,Private
94103,San Francisco,CA,California Institute of Integral Studies,3,4,2,8,11,NULL,104,17739,33.5326087,Private
91125,Pasadena,CA,California Institute of Technology,3,4,2,8,12,0.0883,983,16533,19.2611465,Private
91355-2397,Valencia,CA,California Institute of the Arts,3,4,2,8,21,0.2442,946,29456,21.303207,Private
91360-2787,Thousand Oaks,CA,California Lutheran University,3,4,2,8,12,0.6097,2799,18773,21.74370113,Private
92108,San Diego,CA,California Miramar University,NULL,4,3,8,11,NULL,245,3708,PrivacySuppressed,Private
92264,Palm Springs,CA,California Nurses Educational Institute,1,1,3,8,21,NULL,162,15181,26.61611374,Private
93407,San Luis Obispo,CA,California Polytechnic State University-San Luis Obispo,3,4,1,8,23,0.3089,19177,8330,20.09519868,Public
91768,Pomona,CA,California State Polytechnic University-Pomona,3,4,1,8,21,0.5187,22269,4552,21.96133699,Public
93311-1099,Bakersfield,CA,California State University-Bakersfield,3,4,1,8,11,0.706,7524,2882,22.84741551,Public
93012,Camarillo,CA,California State University-Channel Islands,3,4,1,8,22,0.7241,5649,6192,23.23459028,Public
95929-0150,Chico,CA,California State University-Chico,3,4,1,8,13,0.7096,15844,4966,22.31849957,Public
90747-0005,Carson,CA,California State University-Dominguez Hills,3,4,1,8,13,0.4234,12199,5053,25.19672883,Public
94542,Hayward,CA,California State University-East Bay,3,4,1,8,12,0.7031,12275,6661,24.57312253,Public
93740,Fresno,CA,California State University-Fresno,3,4,1,8,11,0.594,20128,3810,22.0933181,Public
92831-3599,Fullerton,CA,California State University-Fullerton,3,4,1,8,21,0.4447,32610,5984,22.74643287,Public
90840-0115,Long Beach,CA,California State University-Long Beach,3,4,1,8,11,0.3546,31494,5325,22.6486014,Public
90032,Los Angeles,CA,California State University-Los Angeles,3,4,1,8,11,0.6107,20643,4315,23.22707675,Public
93955-8001,Seaside,CA,California State University-Monterey Bay,3,4,1,8,22,0.6936,5924,5147,23.48434565,Public
91330,Northridge,CA,California State University-Northridge,3,4,1,8,11,0.5286,35409,6041,22.45085456,Public
95819-2694,Sacramento,CA,California State University-Sacramento,3,4,1,8,11,0.7265,26400,5144,23.33225034,Public
92407-2397,San Bernardino,CA,California State University-San Bernardino,3,4,1,8,12,0.8445,16439,4359,22.78901373,Public
92096-0001,San Marcos,CA,California State University-San Marcos,3,4,1,8,21,0.618,11506,7383,22.29095098,Public
95382-0299,Turlock,CA,California State University-Stanislaus,3,4,1,8,23,0.7272,7844,4697,23.13248543,Public
92801,Anaheim,CA,California University of Management and Sciences,3,4,2,8,11,NULL,98,8179,PrivacySuppressed,Private
92101-3046,San Diego,CA,California Western School of Law,3,4,2,8,11,NULL,NULL,35778,NULL,Private
95993,Yuba City,CA,Cambridge Junior College-Yuba City,1,2,3,8,13,0.8768,159,9113,25.29310345,Private
94061-1099,Redwood City,CA,Canada College,2,2,1,8,21,NULL,5142,750,26.71966134,Public
91103,Pasadena,CA,Capstone College,1,1,3,8,12,NULL,40,14800,29.8,Private
92845,Garden Grove,CA,Career Academy of Beauty,1,1,3,8,21,NULL,157,7618,27.52838428,Private
93534,Lancaster,CA,Career Care Institute,1,1,3,8,21,NULL,585,12932,26.09221557,Private
90041,Los Angeles,CA,Career College Consultants,1,1,3,8,11,NULL,119,9614,34.41477273,Private
92701,Santa Ana,CA,Career College of California,1,1,3,8,11,NULL,194,10990,26.95,Private
90035,Los Angeles,CA,Career Development Institute Inc,1,1,3,8,11,NULL,63,10458,29.98148148,Private
92868-4710,Orange,CA,Career Networks Institute,1,1,3,8,12,NULL,651,10618,28.47185629,Private
95826,Sacramento,CA,Carrington College-Sacramento,1,2,3,8,21,0.9565,1385,15742,25.63412112,Private
91405,Van Nuys,CA,Casa Loma College-Van Nuys,1,2,2,8,11,0.875,446,8209,26.55616943,Private
90010,Los Angeles,CA,CBD College,1,1,2,8,11,NULL,411,2564,27.13612565,Private
93401,San Luis Obispo,CA,Central California School of Continuing Education,1,1,3,8,13,NULL,385,3238,26.78475336,Private
93901-3301,Salinas,CA,Central Coast College,1,1,3,8,12,0.4696,276,5705,23.99344262,Private
90650-6298,Norwalk,CA,Cerritos College,2,2,1,8,21,NULL,18171,700,23.49995002,Public
93555-9571,Ridgecrest,CA,Cerro Coso Community College,2,2,1,8,41,NULL,4314,742,29.4010877,Public
91502-2750,Burbank,CA,CES College,1,1,2,8,12,NULL,140,1630,36.95,Private
95110,San Jose,CA,CET-Sobrato,1,1,2,8,11,NULL,327,5988,30.15485362,Private
94545,Hayward,CA,Chabot College,2,2,1,8,12,NULL,11968,1081,25.29973404,Public
91737-3002,Rancho Cucamonga,CA,Chaffey College,2,2,1,8,21,NULL,17284,797,24.23358486,Public
92264,Palm Springs,CA,Champion Institute of Cosmetology,1,1,3,8,21,NULL,39,4492,30.4,Private
92866,Orange,CA,Chapman University,3,4,2,8,12,0.4704,6211,25520,20.46951819,Private
95824-1529,Sacramento,CA,Charles A Jones Career and Education Center,1,1,1,8,11,NULL,695,60,28.62176166,Public
90059,Los Angeles,CA,Charles R Drew University of Medicine and Science,2,4,2,8,21,1,69,27468,27.46268657,Private
91351,Canyon Country,CA,Charter College-Canyon Country,1,2,3,8,21,NULL,1062,5503,26.9615644,Private
94709-1211,Berkeley,CA,Church Divinity School of the Pacific,3,4,2,8,12,NULL,NULL,10444,PrivacySuppressed,Private
94108-3204,San Francisco,CA,Cinta Aveda Institute,1,1,3,8,11,NULL,241,16681,26.85714286,Private
91741-1899,Glendora,CA,Citrus College,2,2,1,8,21,NULL,11388,971,23.19973293,Public
95610-1410,Citrus Heights,CA,Citrus Heights Beauty College,1,1,3,8,21,NULL,105,2490,23.51886793,Private
94112-1898,San Francisco,CA,City College of San Francisco,1,2,1,8,11,NULL,21683,1415,27.94553164,Public
91711-6160,Claremont,CA,Claremont Graduate University,3,4,2,8,21,NULL,NULL,30407,37.92307692,Private
91711-6400,Claremont,CA,Claremont McKenna College,3,4,2,8,21,0.1077,1293,30090,19.45652174,Private
91711-3199,Claremont,CA,Claremont School of Theology,3,4,2,8,21,NULL,NULL,3377,NULL,Private
93611,Clovis,CA,Clovis Adult Education,1,1,1,8,21,NULL,617,3234,30.32352941,Public
92253,La Quinta,CA,Coachella Valley Beauty College,1,1,3,8,21,NULL,64,4900,24.44099379,Private
90015-3040,Los Angeles,CA,Coast Career Institute,1,1,3,8,11,NULL,212,5150,28.89833333,Private
92708,Fountain Valley,CA,Coastline Beauty College,1,1,3,8,13,NULL,182,5269,39.61788618,Private
92708-2597,Fountain Valley,CA,Coastline Community College,2,2,1,8,13,NULL,9503,850,32.43833815,Public
92866,Orange,CA,COBA Academy,1,1,3,8,12,NULL,36,3827,25.35555556,Private
95134,San Jose,CA,Cogswell College,3,4,3,8,11,0.438,607,15016,21.97814208,Private
92123-1506,San Diego,CA,Coleman University,2,4,2,8,11,NULL,512,10324,29.11875,Private
92701-0000,Santa Ana,CA,Colleen O'Haras Beauty Academy,1,1,3,8,11,NULL,126,8758,24.42307692,Private
94501,Alameda,CA,College of Alameda,2,2,1,8,21,NULL,5141,1067,26.59852775,Public
94904-2590,Kentfield,CA,College of Marin,2,2,1,8,21,NULL,4663,1196,27.8156831,Public
94402-3784,San Mateo,CA,College of San Mateo,1,2,1,8,21,NULL,7981,1100,23.88389732,Public
91355-1899,Santa Clarita,CA,College of the Canyons,2,2,1,8,21,NULL,15204,931,23.93286432,Public
92260,Palm Desert,CA,College of the Desert,2,2,1,8,21,NULL,8937,776,23.8327384,Public
95501-9300,Eureka,CA,College of the Redwoods,2,2,1,8,41,NULL,2635,772,25.05053192,Public
93277-2214,Visalia,CA,College of the Sequoias,2,2,1,8,12,NULL,9650,418,23.61968322,Public
96094-2899,Weed,CA,College of the Siskiyous,2,2,1,8,33,NULL,1772,1256,25.08622755,Public
92374,Redlands,CA,Colton-Redlands-Yucaipa Regional Occupational Program,1,1,1,8,13,NULL,80,6689,26.76923077,Public
95370,Sonora,CA,Columbia College,2,2,1,8,41,NULL,2191,660,25.39201638,Public
91356-1411,Tarzana,CA,Columbia College-Hollywood,3,3,2,8,11,0.7849,307,18913,23.83944954,Private
92374,Redlands,CA,Community Christian College,2,2,2,8,13,NULL,101,33369,25.125,Private
92507,Riverside,CA,Computer Training Academy,NULL,1,3,8,11,NULL,92,33953,35.08125,Private
95356,Modesto,CA,Computer Tutor Business and Technical Institute,1,1,3,8,21,NULL,111,6535,27.91631799,Private
92840-9201,Garden Grove,CA,Concorde Career College-Garden Grove,1,2,3,8,21,1,974,13757,26.38312318,Private
91606-3134,North Hollywood,CA,Concorde Career College-North Hollywood,1,2,3,8,11,1,620,13257,24.92670683,Private
92408-3403,San Bernardino,CA,Concorde Career College-San Bernardino,1,2,3,8,12,1,668,13469,25.46826127,Private
92113-1964,San Diego,CA,Concorde Career College-San Diego,1,2,3,8,11,1,967,7326,26.81173594,Private
92612-3203,Irvine,CA,Concordia University-Irvine,3,4,2,8,12,0.8608,1884,12439,22.07878151,Private
94806-3195,San Pablo,CA,Contra Costa College,2,2,1,8,21,NULL,5333,721,26.4632713,Public
92252,Joshua Tree,CA,Copper Mountain Community College,2,2,1,8,42,NULL,1373,318,26.78545781,Public
95821-6800,Sacramento,CA,Cosmo Beauty Academy,1,1,3,8,13,NULL,81,4125,31.46902655,Private
95060-4401,Santa Cruz,CA,Cosmo Factory Cosmetology Academy,1,1,3,8,13,NULL,19,8118,26.7,Private
95823-5799,Sacramento,CA,Cosumnes River College,2,2,1,8,11,NULL,13378,458,25.36171603,Public
92339-1799,Yucaipa,CA,Crafton Hills College,2,2,1,8,41,NULL,5152,522,22.48484849,Public
92845-4321,Garden Grove,CA,CRU Institute,1,1,3,8,21,NULL,49,1760,24.42424242,Private
93403-8106,San Luis Obispo,CA,Cuesta College,2,2,1,8,23,NULL,7864,1101,25.15584416,Public
92019,El Cajon,CA,Cuyamaca College,2,2,1,8,21,NULL,7588,807,28.54144205,Public
90630-5897,Cypress,CA,Cypress College,2,2,1,8,21,NULL,14817,781,23.50714142,Public
90660,Pico Rivera,CA,David's Academy of Beauty,1,1,3,8,21,NULL,90,7962,37.14642857,Private
95014,Cupertino,CA,De Anza College,2,2,1,8,13,NULL,20317,1689,23.50068942,Public
95525-0816,Blue Lake,CA,Dell'Arte International School of Physical Theatre,1,4,2,8,41,NULL,24,7035,27.9,Private
92121,San Diego,CA,Design Institute of San Diego,3,3,3,8,11,NULL,171,18917,24.91666667,Private
93446,Paso Robles,CA,Design's School of Cosmetology,1,1,3,8,13,NULL,49,3997,26.45934959,Private
94523,Pleasant Hill,CA,Diablo Valley College,1,2,1,8,21,NULL,18314,1917,25.02714469,Public
91733-2180,South El Monte,CA,Diamond Beauty College,1,1,3,8,21,NULL,146,2331,33.76923077,Private
90017-1604,Los Angeles,CA,Diversified Vocational College,1,1,3,8,11,NULL,679,7469,36.3456,Private
94708-1816,Berkeley,CA,Dominican School of Philosophy & Theology,NULL,4,2,8,12,NULL,NULL,12845,NULL,Private
94901-2298,San Rafael,CA,Dominican University of California,3,4,2,8,13,0.8092,1448,22713,21.91,Private
90020-1704,Los Angeles,CA,Dongguk University-Los Angeles,3,4,2,8,11,NULL,20,6519,PrivacySuppressed,Private
90241,Downey,CA,Downey Adult School,1,1,1,8,21,NULL,1210,8269,27.30521092,Public
91754-6099,Monterey Park,CA,East Los Angeles College,1,2,1,8,13,NULL,32173,610,23.13691962,Public
91790,West Covina,CA,East San Gabriel Valley Regional Occupational Program,1,2,1,8,21,NULL,581,328,29.4744898,Public
90506,Torrance,CA,El Camino Community College District,2,2,1,8,21,NULL,22082,1045,23.89083757,Public
90028-6106,Hollywood,CA,Elegance International,1,1,3,8,11,NULL,374,11013,24.07773852,Private
92284-2860,Yucca Valley,CA,Elite Cosmetology School,1,1,3,8,32,NULL,91,7207,24.65972222,Private
90403,Santa Monica,CA,Emperor's College of Traditional Oriental Medicine,3,4,3,8,13,NULL,NULL,12812,NULL,Private
95403-2126,Santa Rosa,CA,Empire College,1,2,3,8,12,NULL,411,13509,27.20543807,Private
95841,Sacramento,CA,Epic Bible College,2,3,2,8,21,NULL,208,11427,32.42553192,Private
93291,Visalia,CA,Estes Institute of Cosmetology Arts and Science,1,1,3,8,12,NULL,76,5848,24.38541667,Private
91803,Alhambra,CA,Everest College-Alhambra,1,1,3,8,21,NULL,439,9567,26.04669988,Private
92801-5229,Anaheim,CA,Everest College-Anaheim,1,2,3,8,11,NULL,443,10448,25.8312611,Private
90247,Gardena,CA,Everest College-Gardena,1,1,3,8,13,NULL,424,9459,27.57515879,Private
91761-2338,Ontario,CA,Everest College-Ontario,1,1,3,8,12,NULL,707,9574,27.90174472,Private
91335-4631,Reseda,CA,Everest College-Reseda,1,2,3,8,11,NULL,596,10084,27.54861417,Private
92408,San Bernardino,CA,Everest College-San Bernardino,1,2,3,8,12,NULL,737,9938,26.42611276,Private
90501,Torrance,CA,Everest College-Torrance,1,1,3,8,12,NULL,142,9847,25.8241206,Private
95135-1598,San Jose,CA,Evergreen Valley College,2,2,1,8,11,NULL,7325,1153,26.98794754,Public
94608,Emeryville,CA,Expression College for Digital Arts,3,3,3,8,21,NULL,445,35928,23.29230769,Private
91730,Rancho Cucamonga,CA,Fab School,NULL,1,3,8,21,NULL,107,27734,25.76829268,Private
90015-1421,Los Angeles,CA,Fashion Institute of Design & Merchandising-Los Angeles,2,3,3,8,11,0.5178,3142,27199,21.5266752,Private
95971-9124,Quincy,CA,Feather River Community College District,2,2,1,8,41,NULL,1543,753,23.91407678,Public
95834,Sacramento,CA,Federico Beauty Institute,1,1,3,8,21,NULL,283,7927,25.73479319,Private
93105-3538,Santa Barbara,CA,Fielding Graduate University,3,4,2,8,13,NULL,NULL,23505,NULL,Private
95062,Santa Cruz,CA,Five Branches University,3,4,3,8,22,NULL,NULL,10081,PrivacySuppressed,Private
91351-3381,Canyon Country,CA,Flair Beauty College,1,1,3,8,21,NULL,46,8024,25.08641975,Private
95630,Folsom,CA,Folsom Lake College,2,2,1,8,13,NULL,7307,691,26.1370844,Public
94022,Los Altos Hills,CA,Foothill College,2,2,1,8,21,NULL,13478,2085,25.68575553,Public
92324,Colton,CA,Four-D College,1,2,3,8,21,NULL,633,4245,27.60021097,Private
92057,Oceanside,CA,Franciscan School of Theology,NULL,4,2,8,21,NULL,NULL,7459,NULL,Private
95501,Eureka,CA,Fredrick and Charles Beauty College,1,1,3,8,33,NULL,73,6308,25.7625,Private
90703,Cerritos,CA,Fremont College,2,3,3,8,21,NULL,387,15267,28.53303965,Private
93741,Fresno,CA,Fresno City College,2,2,1,8,11,NULL,19770,422,23.62215076,Public
